Date,Sleep_Duration,Mood_Score,Caffeine_Intake_mg,Exercise_Minutes,Screen_Time_Hours,Stress_Level,Water_Intake_Liters,Alcohol_Consumed,Journaled
2023-10-06,7.1047031274850285,3.0,14.0,75.0,5.190602707747874,8.0,1.7325190448464223,Yes,Yes
2023-10-07,6.42202960470736,4.0,360.0,25.0,5.341063720775998,,3.2662030743180277,No,No
2023-10-08,7.170276017876872,,146.0,114.0,3.6605363350232127,4.0,,No,Yes
2023-10-09,7.99319601178157,6.0,25.0,18.0,,2.0,3.451231060317676,Yes,No
,,3.0,307.0,108.0,4.566489967027656,1.0,2.5174079388114077,Yes,Yes
2023-10-11,5.143276751759727,2.0,92.0,59.0,5.459422033604593,10.0,1.9268651249522855,,No
2023-10-12,10.1995500619844,4.0,231.0,70.0,4.938841960993066,9.0,1.5951432330885251,Yes,No
2023-10-13,4.071868300716247,5.0,20.0,46.0,7.3460650676514145,7.0,1.6728944657989517,Yes,No
2023-10-14,6.772322357446625,,306.0,118.0,6.694236637959282,4.0,1.354257675975091,No,Yes
2023-10-15,7.882475809726865,3.0,37.0,70.0,4.607344887949255,6.0,3.1594020418555955,,
,,8.0,275.0,25.0,7.763567794903878,2.0,3.24719186712268,No,Yes
2023-10-17,6.065950720269109,10.0,156.0,39.0,8.746041247150913,7.0,2.8875899476797935,Yes,No
,6.687816624464087,4.0,178.0,4.0,0.9123474101557658,2.0,2.476871361548705,Yes,Yes
2023-10-19,6.2604985980117505,2.0,131.0,20.0,6.864580170132559,10.0,3.9426716055237585,Yes,Yes
2023-10-20,6.115952864583683,2.0,310.0,77.0,3.6140316053370016,8.0,2.4312960619251944,No,Yes
2023-10-21,8.274403145531537,1.0,347.0,3.0,6.601496042646598,8.0,2.6546417657007253,Yes,Yes
2023-10-22,,4.0,27.0,,7.476475881292863,1.0,2.4665039406696163,Yes,Yes
2023-10-23,5.960635607109019,,259.0,105.0,,8.0,2.2631843534755864,No,Yes
2023-10-24,8.349399813149876,9.0,75.0,83.0,1.295345801968479,,2.9416821428817683,No,No
2023-10-25,7.460949281314914,7.0,66.0,14.0,6.67086817643173,6.0,,No,No
2023-10-26,8.21929317825844,10.0,,113.0,5.270804964967223,1.0,2.009595521439752,Yes,Yes
2023-10-27,7.944443262885418,7.0,193.0,115.0,1.6631224921947436,,2.977028569786548,No,No
2023-10-28,5.7565074836168915,7.0,161.0,108.0,10.059129010925645,7.0,2.1516741434063626,Yes,No
2023-10-29,,8.0,346.0,92.0,6.248838824513104,10.0,2.5934374196526258,Yes,Yes
2023-10-30,8.120940407684893,1.0,360.0,7.0,,1.0,2.2610703161655312,No,Yes
2023-10-31,7.915555398150198,10.0,256.0,40.0,7.731635505124097,2.0,2.4919140912413464,No,No
2023-11-01,6.968647609053778,10.0,,111.0,3.838352094306996,7.0,,No,Yes
2023-11-02,7.175991074963173,8.0,86.0,18.0,5.260908224177354,6.0,2.0515878730756345,No,
2023-11-03,8.916497343682638,4.0,261.0,111.0,2.361356172440474,3.0,,No,
2023-11-04,6.112642916746255,4.0,213.0,102.0,3.7841031054296312,10.0,3.090331076903016,Yes,No
2023-11-05,7.820646071755057,4.0,152.0,,5.771320000938475,2.0,2.6203193839759304,Yes,Yes
2023-11-06,,6.0,209.0,27.0,1.6694306657350957,10.0,3.142985576655565,Yes,No
2023-11-07,6.67347819515917,7.0,60.0,109.0,3.727420908643838,4.0,3.217770595180773,No,Yes
2023-11-08,8.648165277980786,,267.0,90.0,3.1441320801245585,3.0,,Yes,
2023-11-09,8.238124523482044,1.0,261.0,67.0,5.28418449124069,7.0,3.1171094890719946,,Yes
,8.220264454000958,8.0,,14.0,6.149402523330697,,2.490115494646597,No,Yes
2023-11-11,8.958218210731493,10.0,282.0,,6.484305608752914,2.0,2.3889285461645238,,Yes
2023-11-12,7.031505762449139,7.0,135.0,36.0,6.997633289556301,10.0,3.3766569676625426,Yes,No
2023-11-13,8.022929456942446,6.0,379.0,0.0,7.744233693144742,7.0,2.8876379239708023,,
2023-11-14,6.534599865109816,6.0,,66.0,6.214490907366812,8.0,2.253303021455391,Yes,
2023-11-15,7.486249528732663,5.0,,110.0,8.77467179778883,6.0,,No,Yes
2023-11-16,6.804785418448473,6.0,108.0,23.0,5.239005042529364,6.0,1.6140011434812875,Yes,Yes
2023-11-17,,9.0,240.0,26.0,4.653357691498904,10.0,,Yes,Yes
2023-11-18,7.89273553815537,10.0,354.0,,6.21461472672008,,1.4502859143992715,Yes,No
2023-11-19,5.7726689751497915,9.0,141.0,,4.5671776500148225,4.0,1.8109202618922717,Yes,Yes
2023-11-20,10.138580913528191,10.0,290.0,60.0,8.705129457550099,1.0,2.909247788788383,Yes,Yes
2023-11-21,5.4909739277504475,8.0,236.0,35.0,7.261966946270424,4.0,0.6308278018012332,No,No
,5.1787170808184015,10.0,339.0,97.0,6.500556288399029,,3.7617583013523284,Yes,Yes
2023-11-23,8.737166310250101,,311.0,92.0,,5.0,3.084144904493221,Yes,No
,8.187494040944404,10.0,176.0,,4.185045657170274,10.0,1.2130268142571834,Yes,No
2023-11-25,7.936179725578233,8.0,140.0,23.0,6.402650009135519,9.0,4.178949024685261,No,No
2023-11-26,7.94251826389642,8.0,188.0,105.0,2.745805096306082,10.0,4.3718727247402125,No,No
2023-11-27,6.981629840729628,1.0,48.0,3.0,8.06872706688204,3.0,2.373655838707183,No,Yes
,5.654118442771253,,301.0,,4.644726589229253,8.0,1.8514576547098296,No,Yes
2023-11-29,7.113706837290589,5.0,368.0,33.0,5.610213466481458,3.0,,No,No
,5.984257432731832,4.0,189.0,56.0,3.180797847613422,6.0,2.2593469037918186,Yes,No
2023-12-01,,2.0,135.0,48.0,6.445972526238442,4.0,2.6127276554689978,Yes,Yes
2023-12-02,6.779413927746792,8.0,42.0,86.0,4.092516774323343,8.0,3.352102813745937,,No
2023-12-03,5.761754204811233,3.0,379.0,52.0,6.298457580610196,6.0,2.3925419753447623,No,No
2023-12-04,6.51792123752051,4.0,352.0,119.0,6.514786937954779,8.0,2.331262024778332,,No
2023-12-05,7.6193971814134365,7.0,89.0,115.0,3.704735772822919,1.0,1.609323515956347,Yes,Yes
,6.154413170794038,10.0,294.0,22.0,2.7529417581720104,6.0,2.058619832983389,No,No
,5.766669406650353,9.0,340.0,108.0,8.063799833089089,1.0,2.317461107620752,No,Yes
2023-12-08,7.365530817237868,2.0,244.0,68.0,4.615401931941836,1.0,1.633005767675733,No,Yes
2023-12-09,7.367449856663084,3.0,191.0,94.0,5.449697632091277,,1.6964449272534357,Yes,Yes
2023-12-10,6.239585236943306,,317.0,52.0,5.970929049293484,7.0,2.5235209216507926,Yes,
2023-12-11,6.2934425415725155,10.0,105.0,61.0,,3.0,1.2052070980296279,No,No
2023-12-12,,1.0,362.0,40.0,5.925332273639775,6.0,1.8845858890650677,No,Yes
2023-12-13,4.8278734877540135,7.0,,56.0,5.198253072309274,9.0,3.861215795517915,No,Yes
2023-12-14,4.888804338435167,,381.0,59.0,3.7129386045912174,,2.2581719470019492,No,Yes
2023-12-15,,5.0,232.0,53.0,2.6869280303245415,3.0,,Yes,No
2023-12-16,6.6798292724322295,1.0,264.0,69.0,,6.0,2.255037915839612,No,No
2023-12-17,7.466361348397007,3.0,343.0,100.0,7.2554240163897585,4.0,2.266093332981967,Yes,Yes
2023-12-18,9.213034325424328,2.0,36.0,56.0,5.357181034785606,3.0,,Yes,Yes
2023-12-19,8.286489434803029,1.0,304.0,9.0,2.1310693163006262,9.0,2.8534063072244606,Yes,
2023-12-20,6.7600922050548595,7.0,40.0,39.0,2.8853343656505395,10.0,2.226469110854836,No,Yes
2023-12-21,6.971475688145967,5.0,16.0,,4.135752581351893,2.0,2.3503138038034406,Yes,No
2023-12-22,5.496205953043287,1.0,343.0,102.0,8.1292394823215,1.0,,Yes,No
2023-12-23,6.972230296011415,6.0,276.0,37.0,4.5064986758022485,2.0,1.4427866718708249,No,Yes
2023-12-24,6.567012041619792,5.0,306.0,84.0,,7.0,,No,Yes
2023-12-25,7.484077840507134,3.0,58.0,60.0,1.6530304006477703,,,No,
,5.759153584671516,7.0,182.0,83.0,3.686630419779778,1.0,1.9563219979306194,Yes,No
2023-12-27,7.779019771361758,10.0,40.0,2.0,2.5341272920183395,6.0,2.419404377556092,No,No
2023-12-28,9.299108369503866,9.0,38.0,50.0,2.9936403381544,7.0,1.8618264774386817,,No
2023-12-29,6.8368597773147135,,396.0,85.0,5.239901360317485,9.0,2.9460183494910526,Yes,No
2023-12-30,7.602567583148412,9.0,191.0,46.0,4.197671588777645,8.0,1.5632553411469345,,Yes
2023-12-31,,2.0,266.0,67.0,8.39898890534269,6.0,3.2436335636940417,Yes,No
,6.398169292171246,3.0,146.0,91.0,7.156006745414953,3.0,,Yes,No
2024-01-02,7.336138722715625,7.0,394.0,75.0,3.7822321243793224,8.0,2.1863762983964024,Yes,No
2024-01-03,7.0188886011726925,5.0,,37.0,3.16636431651897,7.0,1.7967120302420083,Yes,Yes
,7.146514147823248,2.0,126.0,114.0,7.765283871328386,3.0,3.2214604571912253,No,Yes
2024-01-05,,3.0,45.0,35.0,8.320084978966966,9.0,2.0436965061762287,Yes,No
2024-01-06,7.036765261388414,10.0,,,,2.0,1.682926008353862,No,No
2024-01-07,7.746997436868175,6.0,0.0,40.0,5.185715247943403,3.0,3.236024323305683,Yes,Yes
2024-01-08,9.176715411692562,7.0,167.0,68.0,4.4962433842065455,2.0,1.866985930553739,Yes,Yes
2024-01-09,8.43890623912781,9.0,107.0,12.0,6.298240280119874,1.0,2.433862380098859,No,Yes
2024-01-10,10.229773686267334,,18.0,86.0,8.885336248323007,4.0,3.0731626430160843,Yes,Yes
2024-01-11,,7.0,331.0,57.0,4.031885961344403,5.0,2.6105703219466676,Yes,No
2024-01-12,8.308480955081016,8.0,71.0,,,6.0,,Yes,Yes
2024-01-13,7.2750130086075275,,108.0,29.0,6.1580154002985275,5.0,1.9155347421986257,,No
,10.28470439982651,4.0,267.0,61.0,7.779928137208405,1.0,2.3526420643801815,,No
2024-01-15,5.787552571967273,10.0,239.0,100.0,4.392480436960451,3.0,2.4067753018126226,Yes,Yes
2024-01-16,5.740417236728836,,300.0,24.0,3.589925039720678,1.0,2.9348644668017965,No,Yes
2024-01-17,6.1009110318339665,10.0,89.0,111.0,4.125481189244601,5.0,3.4020361894866653,No,Yes
2024-01-18,3.8141564135352897,7.0,102.0,26.0,6.700410734262469,5.0,2.551531556740088,No,Yes
2024-01-19,6.211367467478858,4.0,249.0,50.0,4.0910781174300395,6.0,2.403635318747801,Yes,No
2024-01-20,5.861301007669454,8.0,7.0,77.0,5.65752060068569,8.0,1.4619056925190943,,No
,7.225590679714312,5.0,152.0,56.0,5.05560583147988,10.0,2.5786668328576865,Yes,No
2024-01-22,7.512633963665739,1.0,346.0,111.0,4.849240775154468,1.0,2.0447899930024827,No,Yes
2024-01-23,9.814256258823828,4.0,,46.0,6.402584653504466,4.0,2.9329054174191387,Yes,No
,8.425635757279075,3.0,,117.0,4.042840200271611,10.0,2.2132210675473805,No,Yes
2024-01-25,6.134644516506396,,157.0,99.0,4.138826879635442,1.0,2.33155336194095,Yes,No
2024-01-26,5.652377992977463,8.0,214.0,,6.595205699999508,9.0,1.4778123897915014,Yes,Yes
2024-01-27,7.737878757259758,1.0,176.0,,3.0261493516626947,7.0,1.231983541366223,Yes,No
2024-01-28,5.019650189469036,6.0,174.0,119.0,3.2395596183553454,7.0,3.802690928128528,No,No
2024-01-29,9.74718814878153,9.0,339.0,21.0,2.479371417312813,5.0,2.590778736695693,Yes,Yes
2024-01-30,8.769160181081931,7.0,337.0,84.0,6.698021826553107,7.0,2.783034834341426,,No
2024-01-31,6.296236521842943,4.0,145.0,53.0,4.789526063837465,2.0,1.8613935257720728,Yes,
2024-02-01,,1.0,323.0,20.0,2.3727697078418672,4.0,3.1128665250250287,Yes,Yes
2024-02-02,9.030808561248119,2.0,160.0,71.0,6.707617124618137,7.0,2.9865979271330523,No,Yes
2024-02-03,6.828190232121073,,126.0,112.0,3.8889156768491286,3.0,1.9383009639040334,Yes,Yes
2024-02-04,8.856724467960193,5.0,81.0,15.0,3.2566438423262296,2.0,,,Yes
2024-02-05,4.608358511808449,8.0,146.0,58.0,4.608642882246096,10.0,1.9872306213209092,Yes,Yes
2024-02-06,6.1009374655693405,6.0,238.0,118.0,7.957447218935783,2.0,2.4802021459050216,Yes,No
2024-02-07,7.007865549577275,8.0,83.0,30.0,4.21007560700686,1.0,2.616974902198158,No,Yes
2024-02-08,7.070470890647113,2.0,112.0,,6.1506777282311695,5.0,2.5268758057670557,No,No
,,3.0,224.0,73.0,6.4541600409019075,,3.4091110760481427,,
2024-02-10,7.934274898521248,6.0,331.0,31.0,,6.0,1.9995302049327592,Yes,Yes
2024-02-11,5.398569355926108,10.0,,58.0,7.542143299348524,9.0,1.7393366062797564,No,No
,6.7864307724680595,3.0,242.0,33.0,3.585767990735442,4.0,2.5000693152962743,Yes,No
2024-02-13,7.180443447567848,6.0,142.0,8.0,,1.0,1.3148406289183379,No,Yes
,7.771658251088123,6.0,40.0,80.0,2.8740666879500103,6.0,,Yes,No
2024-02-15,8.067422317133335,2.0,257.0,10.0,4.711063169400413,5.0,2.5685742851332884,No,Yes
2024-02-16,5.313036862243196,7.0,284.0,95.0,3.105906684318942,10.0,,No,Yes
2024-02-17,4.698828743896566,2.0,104.0,9.0,5.295081823730657,6.0,2.2245129887256025,No,Yes
2024-02-18,8.916515232847765,,201.0,85.0,5.153976839449786,3.0,3.1369970474848627,No,No
2024-02-19,7.498471017969387,1.0,306.0,16.0,7.037146606372081,2.0,3.1147035547369715,Yes,No
2024-02-20,5.87727019516517,,330.0,67.0,5.582288616472081,6.0,2.3275396991106527,,No
2024-02-21,9.326727963283783,2.0,265.0,47.0,4.167696288277104,,2.914238176490515,No,No
2024-02-22,7.173511951439288,,397.0,51.0,5.821698408865366,7.0,,No,Yes
2024-02-23,8.76894577609574,4.0,209.0,110.0,2.9396119602041186,7.0,2.734868357937299,No,No
2024-02-24,7.101277722115164,8.0,50.0,24.0,4.923718623951365,10.0,2.3561744862598926,,Yes
2024-02-25,10.09112188732298,6.0,117.0,20.0,5.638802467191161,7.0,2.7668173952434207,Yes,No
2024-02-26,9.633011263664807,10.0,200.0,100.0,,10.0,1.7726393499494373,No,No
,6.62655377728139,,376.0,101.0,5.830130189871968,1.0,2.549773898505748,No,No
2024-02-28,8.457356426431533,5.0,38.0,112.0,3.711907968574417,4.0,,No,No
2024-02-29,7.968063924377722,9.0,27.0,64.0,7.304062805619032,,2.2270940633445724,No,No
2024-03-01,,7.0,258.0,62.0,8.644337898791413,9.0,1.2914352916955987,No,Yes
2024-03-02,,10.0,83.0,88.0,,5.0,1.7806815740112998,,No
2024-03-03,8.02907718999766,9.0,154.0,50.0,2.5688040080915036,2.0,,,No
2024-03-04,8.587636730274381,7.0,116.0,35.0,5.086166016048771,7.0,,Yes,
,4.361890770365329,1.0,,80.0,4.486898038894252,10.0,2.700076443282791,,No
2024-03-06,5.225112231001337,8.0,92.0,104.0,,1.0,3.157771973619531,No,Yes
2024-03-07,3.941151733359849,4.0,165.0,87.0,5.439568646848922,7.0,3.370039367680091,No,No
2024-03-08,,3.0,386.0,65.0,7.7850905074519146,6.0,2.7305164016746466,Yes,Yes
2024-03-09,8.076313383693943,7.0,399.0,103.0,0.9017522270927998,7.0,2.5982053874762077,Yes,
2024-03-10,9.253535578144042,3.0,349.0,14.0,6.628338966664704,10.0,1.8189042023203528,Yes,Yes
2024-03-11,7.1111421706296625,8.0,,95.0,3.568966361483358,3.0,3.8906698852013166,,Yes
2024-03-12,9.442923318356938,6.0,257.0,38.0,3.5369148607606853,3.0,1.5075091498028668,No,Yes
2024-03-13,4.929847812677663,5.0,80.0,,4.503283947175752,7.0,2.5831138617459466,,Yes
2024-03-14,4.4449263409672675,4.0,267.0,0.0,2.150832720537816,2.0,3.0829593024817674,Yes,
2024-03-15,6.916678451655072,8.0,,110.0,5.885571050643705,1.0,3.092716304271937,No,No
2024-03-16,7.576098173408961,8.0,320.0,22.0,5.38142993343359,9.0,1.6914376366924735,Yes,Yes
,6.95095787785886,1.0,310.0,,5.532384496374541,9.0,2.206067897992687,Yes,No
2024-03-18,3.898836849940185,9.0,300.0,56.0,6.774062044265812,7.0,1.9407316595176356,Yes,Yes
2024-03-19,6.8663199407308175,5.0,356.0,80.0,8.029564092388307,7.0,1.1136960393037858,Yes,Yes
2024-03-20,,4.0,212.0,33.0,4.2725779018249055,3.0,2.591228719221473,Yes,No
,8.004508823245057,6.0,61.0,40.0,5.954701279472947,10.0,1.997669222632016,No,Yes
2024-03-22,7.549897369145272,6.0,48.0,92.0,5.585976416669959,2.0,3.5538375992979416,No,Yes
2024-03-23,5.590180320508967,2.0,126.0,72.0,5.755229012657879,7.0,2.9306221067320704,Yes,Yes
2024-03-24,6.22919962399496,,222.0,12.0,5.785195328931967,9.0,2.5289813651498747,,Yes
2024-03-25,,7.0,278.0,69.0,8.181006689129678,1.0,2.1691103273403916,No,No
2024-03-26,6.905981354090242,1.0,293.0,5.0,4.080646263021412,4.0,2.580581248849972,,Yes
2024-03-27,8.432713480751858,5.0,283.0,83.0,1.9485281935926357,6.0,,Yes,
,5.5214109304966845,6.0,276.0,51.0,3.6042524627682253,7.0,2.548677376225176,No,No
2024-03-29,7.756069773276766,4.0,106.0,116.0,6.51453386707081,10.0,3.831145039582378,No,No
2024-03-30,6.204613572441339,2.0,145.0,2.0,5.046659017294354,7.0,1.7546706912566257,No,Yes
2024-03-31,5.810690751606484,,98.0,80.0,4.064801319010008,10.0,2.3819506919462086,No,Yes
2024-04-01,6.839454460068163,1.0,374.0,62.0,2.8470054631807162,2.0,2.9944718802115564,Yes,No
2024-04-02,5.447136516370939,7.0,72.0,48.0,5.442572243461065,4.0,2.2199014107499226,No,Yes
,6.169526041979227,2.0,121.0,75.0,6.289012550547618,5.0,,Yes,No
2024-04-04,5.203183161116727,2.0,,111.0,5.611744110192056,1.0,2.974921407108287,Yes,Yes
2024-04-05,9.947087699374585,,187.0,46.0,4.493339337690108,1.0,1.9967767093812636,,No
2024-04-06,7.052895327957593,5.0,363.0,108.0,5.2932825685949245,10.0,2.6428480915924877,No,No
,5.950411738011121,2.0,353.0,54.0,5.28168593311483,3.0,2.0067738860685393,,No
2024-04-08,7.320969866101333,9.0,287.0,63.0,5.379393862435324,10.0,1.9423391799521337,Yes,Yes
2024-04-09,6.831507925463756,9.0,194.0,64.0,2.6313900979617597,3.0,2.4018614142032932,Yes,Yes
,6.668545600700165,1.0,155.0,80.0,,8.0,3.3846328133312467,Yes,Yes
2024-04-11,7.9212500500651375,3.0,171.0,66.0,4.118807063067611,9.0,,,Yes
,8.136261565070958,,,89.0,7.081237212019518,1.0,2.4841956754519208,No,No
2024-04-13,6.204248278584209,7.0,40.0,14.0,5.265837283500548,2.0,3.046830336361675,Yes,No
2024-04-14,6.13627263903298,10.0,62.0,99.0,,10.0,2.68803309729108,,No
2024-04-15,6.587422454272534,,22.0,31.0,4.396437225900495,2.0,1.6810748820622985,No,
2024-04-16,3.547118252896623,2.0,359.0,95.0,4.468572324777083,,2.398403666568183,Yes,Yes
2024-04-17,4.727213406702171,,74.0,67.0,7.988502492512664,2.0,2.4487882828129743,Yes,Yes
2024-04-18,9.050311401166788,6.0,47.0,17.0,5.8726703768310164,7.0,,No,No
2024-04-19,9.467451570251924,3.0,159.0,112.0,3.5709709351885226,9.0,2.1034706495785325,Yes,Yes
2024-04-20,6.626445940665432,6.0,312.0,82.0,6.793948877240949,7.0,1.8611347970374608,Yes,Yes
2024-04-21,7.864835444583649,6.0,117.0,,3.9333905331442587,,2.4681171302492353,Yes,No
2024-04-22,7.466875231815304,5.0,99.0,115.0,5.451396275623046,10.0,2.048202847203813,Yes,No
2024-04-23,11.618321212682856,4.0,379.0,34.0,8.67334926171881,1.0,2.2735435462914544,No,
2024-04-24,8.679362367151866,10.0,166.0,103.0,2.1374352247238915,10.0,2.4433842989762113,Yes,
2024-04-25,6.80812361277885,1.0,289.0,77.0,4.648436156466927,9.0,2.2318690853928813,No,Yes
2024-04-26,5.566689339099361,10.0,155.0,,,5.0,3.1742279199969716,Yes,
2024-04-27,4.590330519613641,6.0,6.0,32.0,6.529396669329348,5.0,,No,No
2024-04-28,7.305195453800835,2.0,195.0,13.0,2.5175321852782546,6.0,3.10403752007075,No,No
2024-04-29,5.865473882073545,,55.0,33.0,1.928419462849964,,1.2601619843915957,No,Yes
2024-04-30,4.866619435603489,8.0,320.0,60.0,,8.0,2.050618436388716,Yes,Yes
2024-05-01,6.03014067363621,10.0,,118.0,3.559170286392325,8.0,2.3749435166774635,Yes,Yes
2024-05-02,5.3776779945784074,6.0,46.0,3.0,3.4754349840053695,8.0,1.2076087184549469,Yes,No
2024-05-03,9.530712452608848,3.0,147.0,87.0,8.100499345544334,1.0,1.8868757979955038,No,No
,8.322459635424176,7.0,274.0,58.0,5.139404629463645,1.0,2.3659990215372146,Yes,No
2024-05-05,,4.0,156.0,28.0,5.152476455363148,8.0,2.185718143209657,Yes,No
2024-05-06,9.21991620833504,9.0,201.0,82.0,4.640401109696935,5.0,2.506055124116243,Yes,Yes
,7.116052461471427,5.0,125.0,5.0,2.55203586651366,9.0,1.5334201471061322,Yes,Yes
2024-05-08,5.708073698007604,3.0,394.0,96.0,6.351393898788776,2.0,2.1778023544982146,No,Yes
2024-05-09,,2.0,304.0,48.0,,9.0,2.6063368255086052,No,No
2024-05-10,7.8083650655269885,2.0,368.0,39.0,5.337382650678865,8.0,2.5071410299974093,Yes,No
2024-05-11,5.444130768510315,3.0,293.0,82.0,4.7673539214474845,,2.8128255043535177,Yes,
2024-05-12,6.714491982874588,2.0,63.0,116.0,4.415360701323426,,,Yes,No
2024-05-13,5.686572619922864,4.0,324.0,64.0,6.824966779094829,1.0,2.2150251218720847,No,Yes
2024-05-14,4.925800403553496,2.0,391.0,68.0,4.71741387358781,1.0,,Yes,No
2024-05-15,8.389266321297463,10.0,175.0,26.0,,5.0,1.9400048337134743,No,No
2024-05-16,9.864124960705196,9.0,115.0,79.0,,2.0,2.3108401766808986,,Yes
2024-05-17,4.902148639271289,2.0,203.0,5.0,5.415921861360772,8.0,1.761067769635206,Yes,Yes
2024-05-18,7.844453855035856,9.0,320.0,103.0,8.284552115080878,10.0,3.2457971025933805,Yes,No
2024-05-19,6.024036146317259,6.0,30.0,12.0,1.4772664450533912,5.0,2.3085539896284875,Yes,Yes
2024-05-20,6.269311924352956,1.0,,111.0,5.599814876734526,5.0,3.244760412359644,No,Yes
2024-05-21,6.111409113641696,,112.0,63.0,3.588788439055662,2.0,2.718047248081912,No,No
,5.704013845480276,1.0,364.0,61.0,3.115826930490141,7.0,1.880036416840638,Yes,No
2024-05-23,7.072782441917241,6.0,324.0,98.0,4.085871587911305,8.0,2.675774619301064,No,No
2024-05-24,5.753574825383444,4.0,375.0,18.0,5.109358816963523,10.0,3.0668027855614914,Yes,Yes
2024-05-25,7.405685238669758,3.0,343.0,75.0,,1.0,,Yes,No
2024-05-26,6.924642835826295,3.0,,79.0,1.9653875686430138,,2.551820546638867,No,No
2024-05-27,6.641577929700386,,74.0,42.0,3.9178323406443614,10.0,2.1139798841514454,No,No
2024-05-28,5.638654506937604,6.0,,73.0,5.562443102952918,4.0,,No,No
2024-05-29,6.134843004147501,9.0,259.0,,3.2461390984326908,5.0,2.6665287321614994,No,No
2024-05-30,8.133086838738635,,,19.0,,2.0,2.0948289301170426,Yes,Yes
2024-05-31,7.751375781436571,2.0,154.0,94.0,0.48773538501411107,1.0,1.744492844324242,Yes,No
2024-06-01,5.533667132802173,8.0,362.0,67.0,3.6736131032492825,9.0,3.401579349708236,Yes,No
2024-06-02,,5.0,233.0,43.0,2.7007416020983723,1.0,2.922884354189319,No,Yes
2024-06-03,8.127080685057683,2.0,50.0,22.0,3.0321342337798844,,2.116639326240031,Yes,No
2024-06-04,4.495892078317942,4.0,305.0,1.0,4.456359393440693,2.0,2.6537600800106387,No,No
2024-06-05,7.815040288569903,9.0,261.0,119.0,,,,No,Yes
,6.00606436158123,4.0,314.0,21.0,,8.0,1.1160503182627508,No,No
,7.855898002889739,4.0,124.0,114.0,0.768316869533546,8.0,3.2588931612344605,Yes,Yes
2024-06-08,5.855111265186225,2.0,398.0,56.0,5.604622610295285,9.0,2.6606857981830787,No,No
2024-06-09,,6.0,244.0,100.0,6.505654427616946,5.0,2.4666082713607684,No,Yes
2024-06-10,4.558686343175256,2.0,29.0,71.0,4.206510042011253,7.0,2.6628600433690672,No,Yes
2024-06-11,,7.0,121.0,6.0,4.468448607091446,,4.758292161243791,No,
2024-06-12,7.389583752582222,,124.0,77.0,5.005621031372247,10.0,3.108366700371727,No,Yes
2024-06-13,5.643525062343388,3.0,36.0,55.0,8.157567153224504,4.0,1.7681918135376353,No,
2024-06-14,7.957888688166061,5.0,169.0,118.0,1.8645844123484578,,1.3237365256557727,No,No
2024-06-15,4.50771990659656,3.0,123.0,66.0,4.171020548254861,,3.2381750343515914,No,No
2024-06-16,6.900880302029025,2.0,356.0,113.0,1.556054071734561,10.0,3.099267097961005,No,Yes
2024-06-17,5.183475700356315,10.0,34.0,15.0,5.724636917471118,10.0,2.9025425372853086,No,No
2024-06-18,6.022245838296762,,86.0,118.0,,,1.9309846783704248,No,Yes
2024-06-19,7.071098006974621,2.0,133.0,,5.405984225872155,2.0,2.754299772918783,No,Yes
2024-06-20,5.709379952074071,2.0,195.0,50.0,5.306245125182153,5.0,1.9936583818795743,Yes,No
2024-06-21,6.423166683655262,8.0,273.0,81.0,6.981416507407032,3.0,2.9639473202146727,Yes,No
2024-06-22,,9.0,200.0,,6.076265929136932,2.0,3.187859835090639,No,
2024-06-23,6.134662195715277,7.0,368.0,79.0,6.661015915320175,1.0,2.1195690688193256,No,No
2024-06-24,8.253538168097712,3.0,284.0,,2.868930620206112,10.0,3.2922671128507965,,No
2024-06-25,5.305439718013573,9.0,76.0,,7.3863417299502885,3.0,2.580396679693897,Yes,Yes
2024-06-26,,3.0,,112.0,3.555274521022001,1.0,2.84431124870939,Yes,Yes
2024-06-27,9.16235293098685,5.0,125.0,11.0,3.6702609147520384,1.0,,Yes,Yes
2024-06-28,3.292533249809066,9.0,108.0,52.0,5.5416851547059895,1.0,2.6625501541684296,No,Yes
2024-06-29,5.804657116794285,3.0,,74.0,5.6038365260985525,8.0,2.0270909288097325,No,Yes
2024-06-30,7.86560819077081,7.0,277.0,4.0,,3.0,2.8322434178099214,,Yes
2024-07-01,,1.0,67.0,26.0,4.653441416452206,1.0,3.5270138687558834,No,No
2024-07-02,7.556718810056963,4.0,68.0,11.0,,7.0,,Yes,Yes
2024-07-03,6.094022219926269,,164.0,16.0,2.06332687693181,10.0,1.8694015654967715,No,No
2024-07-04,7.12988468120935,,304.0,5.0,7.970438482025452,,2.9385262642443104,Yes,No
2024-07-05,6.766484146911881,8.0,396.0,,4.51660309716702,8.0,2.7812521220514013,Yes,
2024-07-06,8.75167309248971,1.0,161.0,,0.32449033312969355,4.0,3.941021222480216,No,No
2024-07-07,7.381631264951819,5.0,364.0,56.0,2.2665365330341873,4.0,2.6777775726306605,Yes,Yes
2024-07-08,7.506403993112803,7.0,341.0,27.0,3.073044924529613,5.0,2.090167506143152,,No
2024-07-09,6.382184550816299,4.0,308.0,77.0,3.7521413984345156,,3.0394488579524643,Yes,Yes
2024-07-10,6.26859066389126,4.0,378.0,68.0,4.790573482749324,7.0,,Yes,Yes
2024-07-11,6.351162718270569,4.0,342.0,117.0,-0.4069602595231441,4.0,,No,Yes
2024-07-12,7.591678213567445,6.0,,119.0,5.373608784955307,,1.8500667787371134,No,Yes
